name,id
@amazonwebservices,UCd6MoB9NC6uYN2grvUNT-Zg
@awsdevelopers,UCT-nPlVzJI-ccQXlxjSvJmw
@MicrosoftAzure,UC0m-80FnNY2Qb7obvTL_2fA
@googlecloudtech,UCJS9pqu9BzkAMNTmzNMNhvg
@AlibabaCloud,UCipPA-ZHX6UYGH_Iyti1-Jw
@IBMTechnology,UCKWaEZ-_VweaEx1j62do_vQ
