videoId,video_url
b80GKpEcr0M,https://www.youtube.com/watch?v=b80GKpEcr0M
0vkw5TaTYPo,https://www.youtube.com/watch?v=0vkw5TaTYPo
svW7QIYnlXk,https://www.youtube.com/watch?v=svW7QIYnlXk
HLHbsPMJtBs,https://www.youtube.com/watch?v=HLHbsPMJtBs
3ECE_8ObAAU,https://www.youtube.com/watch?v=3ECE_8ObAAU
B2TCyWoP6gU,https://www.youtube.com/watch?v=B2TCyWoP6gU
_j66Jq2WL6Q,https://www.youtube.com/watch?v=_j66Jq2WL6Q
0P5ZGU-LJCs,https://www.youtube.com/watch?v=0P5ZGU-LJCs
BM-aZ48x2EI,https://www.youtube.com/watch?v=BM-aZ48x2EI
aOkCwwkNnTY,https://www.youtube.com/watch?v=aOkCwwkNnTY
rxz8nZ6n-j8,https://www.youtube.com/watch?v=rxz8nZ6n-j8
3obobIRInlA,https://www.youtube.com/watch?v=3obobIRInlA
QAfHLdMrLk0,https://www.youtube.com/watch?v=QAfHLdMrLk0
fsoiaxJ1xfc,https://www.youtube.com/watch?v=fsoiaxJ1xfc
